,id,subgroup,sampleSize,population,grade,url,created_at,startDate,endDate,pollster,pollsterRatingLink,partisan_pollster,answers,type,seat_name,tracking,headToHead,sponsors,internal,inAvg,politician,cycle,partisan,state,district,dminusr,dem_cand,rep_cand
22462,158910,All polls,300.0,lv,,https://www.boltonsuperpac.com/poll_072822-1.php,2022-07-28,2022-07-22,2022-07-24,PEM Management Corporation,,,"[{'choice': 'Ryan', 'pct': '44.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '37.7', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'John Bolton Super PAC', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.boltonsuperpac.com/presser.php'}]",False,True,,2022.0,REP,Ohio,,6.299999999999997,Ryan,Vance
22463,158911,All polls,300.0,lv,,https://www.boltonsuperpac.com/poll_072822-1.php,2022-07-28,2022-07-22,2022-07-24,PEM Management Corporation,,,"[{'choice': 'Beasley', 'pct': '42.7', 'party': 'Dem', 'incumbent': False}, {'choice': 'Budd', 'pct': '40.3', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'John Bolton Super PAC', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.boltonsuperpac.com/presser.php'}]",False,True,,2022.0,REP,North Carolina,,2.4000000000000057,Beasley,Budd
22475,158929,All polls,802.0,rv,B/C,https://www.environmentalvoter.org/sites/default/files/documents/july-2022-survey-topline-data.pdf,2022-07-29,2022-07-05,2022-07-20,Beacon Research,https://projects.fivethirtyeight.com/pollster-ratings/beacon-research/,,"[{'choice': 'Kelly', 'pct': '49.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '34.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Voter Project', 'partisan': None, 'internal': False, 'url': 'https://www.environmentalvoter.org/'}]",False,False,,2022.0,,Arizona,,15.0,Kelly,Masters
22476,158930,All polls,504.0,lv,B/C,https://www.environmentalvoter.org/sites/default/files/documents/july-2022-survey-topline-data.pdf,2022-07-29,2022-07-05,2022-07-20,Beacon Research,https://projects.fivethirtyeight.com/pollster-ratings/beacon-research/,,"[{'choice': 'Kelly', 'pct': '51.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '39.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Voter Project', 'partisan': None, 'internal': False, 'url': 'https://www.environmentalvoter.org/'}]",False,True,,2022.0,,Arizona,,12.0,Kelly,Masters
22479,158933,All polls,1003.0,rv,B/C,https://www.environmentalvoter.org/sites/default/files/documents/july-2022-survey-topline-data.pdf,2022-07-29,2022-07-05,2022-07-20,Beacon Research,https://projects.fivethirtyeight.com/pollster-ratings/beacon-research/,,"[{'choice': 'Warnock', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '36.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Voter Project', 'partisan': None, 'internal': False, 'url': 'https://www.environmentalvoter.org/'}]",False,False,,2022.0,,Georgia,,12.0,Warnock,Walker
22480,158934,All polls,602.0,lv,B/C,https://www.environmentalvoter.org/sites/default/files/documents/july-2022-survey-topline-data.pdf,2022-07-29,2022-07-05,2022-07-20,Beacon Research,https://projects.fivethirtyeight.com/pollster-ratings/beacon-research/,,"[{'choice': 'Warnock', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '43.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Voter Project', 'partisan': None, 'internal': False, 'url': 'https://www.environmentalvoter.org/'}]",False,True,,2022.0,,Georgia,,5.0,Warnock,Walker
22481,158935,All polls,479.0,rv,B/C,https://www.environmentalvoter.org/sites/default/files/documents/july-2022-survey-topline-data.pdf,2022-07-29,2022-07-05,2022-07-20,Beacon Research,https://projects.fivethirtyeight.com/pollster-ratings/beacon-research/,,"[{'choice': 'Cortez Masto', 'pct': '49.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '39.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Voter Project', 'partisan': None, 'internal': False, 'url': 'https://www.environmentalvoter.org/'}]",False,False,,2022.0,,Nevada,,10.0,Cortez Masto,Laxalt
22482,158936,All polls,301.0,lv,B/C,https://www.environmentalvoter.org/sites/default/files/documents/july-2022-survey-topline-data.pdf,2022-07-29,2022-07-05,2022-07-20,Beacon Research,https://projects.fivethirtyeight.com/pollster-ratings/beacon-research/,,"[{'choice': 'Cortez Masto', 'pct': '51.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '45.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Voter Project', 'partisan': None, 'internal': False, 'url': 'https://www.environmentalvoter.org/'}]",False,True,,2022.0,,Nevada,,6.0,Cortez Masto,Laxalt
22483,158937,All polls,1012.0,rv,B/C,https://www.environmentalvoter.org/sites/default/files/documents/july-2022-survey-topline-data.pdf,2022-07-29,2022-07-05,2022-07-20,Beacon Research,https://projects.fivethirtyeight.com/pollster-ratings/beacon-research/,,"[{'choice': 'Fetterman', 'pct': '47.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '34.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Voter Project', 'partisan': None, 'internal': False, 'url': 'https://www.environmentalvoter.org/'}]",False,False,,2022.0,,Pennsylvania,,13.0,Fetterman,Oz
22484,158938,All polls,609.0,lv,B/C,https://www.environmentalvoter.org/sites/default/files/documents/july-2022-survey-topline-data.pdf,2022-07-29,2022-07-05,2022-07-20,Beacon Research,https://projects.fivethirtyeight.com/pollster-ratings/beacon-research/,,"[{'choice': 'Fetterman', 'pct': '50.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '39.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Voter Project', 'partisan': None, 'internal': False, 'url': 'https://www.environmentalvoter.org/'}]",False,True,,2022.0,,Pennsylvania,,11.0,Fetterman,Oz
22502,158958,All polls,750.0,lv,B,https://www.fox5atlanta.com/news/new-insideradvantage-fox-5-poll-shows-statewide-races-could-head-to-runoffs,2022-07-29,2022-07-26,2022-07-27,InsiderAdvantage,https://projects.fivethirtyeight.com/pollster-ratings/opinion-savvy-insideradvantage/,,"[{'choice': 'Warnock', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '45.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Oliver', 'pct': '3.0', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'WAGA-TV (Atlanta)', 'partisan': None, 'internal': False, 'url': 'https://www.fox5atlanta.com/'}]",False,True,,2022.0,,Georgia,,3.0,Warnock,Walker
22577,159226,All polls,600.0,lv,B/C,https://www.politico.com/minutes/congress/08-3-2022/a-new-arizona-poll/,2022-08-03,2022-08-01,2022-08-02,OnMessage,https://projects.fivethirtyeight.com/pollster-ratings/onmessage-inc/,,"[{'choice': 'Kelly', 'pct': '49.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '44.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'America Next (PAC)', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://americanext.org/'}]",False,True,,2022.0,REP,Arizona,,5.0,Kelly,Masters
22580,159236,All polls,800.0,lv,B/C,https://projects.fivethirtyeight.com/polls/20220804_AZ_Fabrizio.pdf,2022-08-04,2022-07-13,2022-07-14,"Fabrizio, Lee & Associates",https://projects.fivethirtyeight.com/pollster-ratings/fabrizio-lee-associates/,,"[{'choice': 'Kelly', 'pct': '49.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '44.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Saving Arizona (super PAC)', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.savingarizona.us/'}]",False,True,,2022.0,REP,Arizona,,5.0,Kelly,Masters
22588,159245,All polls,516.0,lv,,https://centerstreetpac.com/poll-tim-ryan-leads-j-d-vance-49-to-38-among-likely-voters-in-ohios-u-s-senate-race/,2022-08-04,2022-08-01,2022-08-03,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '49.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '38.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Ohio,,11.0,Ryan,Vance
22590,159247,All polls,1180.0,a,,https://twitter.com/PollProjectUSA/status/1555226589876473856?s=20&t=bPGqIO03lVVpMq3UsGPJxQ,2022-08-04,2022-08-01,2022-08-03,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '42.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '32.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Ohio,,10.0,Ryan,Vance
22591,159248,All polls,974.0,rv,,https://twitter.com/PollProjectUSA/status/1555226589876473856?s=20&t=bPGqIO03lVVpMq3UsGPJxQ,2022-08-04,2022-08-01,2022-08-03,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '44.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '33.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Ohio,,11.0,Ryan,Vance
22592,159249,All polls,1206.0,a,,https://projects.fivethirtyeight.com/polls/20220804_PA_Momentive.pdf,2022-08-04,2022-07-29,2022-08-01,Center Street PAC,,,"[{'choice': 'Fetterman', 'pct': '47.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '30.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Pennsylvania,,17.0,Fetterman,Oz
22593,159250,All polls,997.0,rv,,https://projects.fivethirtyeight.com/polls/20220804_PA_Momentive.pdf,2022-08-04,2022-07-29,2022-08-01,Center Street PAC,,,"[{'choice': 'Fetterman', 'pct': '48.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '32.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Pennsylvania,,16.0,Fetterman,Oz
22594,159251,All polls,516.0,lv,,https://projects.fivethirtyeight.com/polls/20220804_PA_Momentive.pdf,2022-08-04,2022-07-29,2022-08-01,Center Street PAC,,,"[{'choice': 'Fetterman', 'pct': '52.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '38.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Pennsylvania,,14.0,Fetterman,Oz
22598,159255,All polls,800.0,lv,B/C,https://www.politico.com/news/2022/08/06/tim-ryan-turned-his-race-surprise-senate-battleground-00050187,2022-08-07,2022-07-21,2022-07-28,Impact Research,https://projects.fivethirtyeight.com/pollster-ratings/alg-research/,,"[{'choice': 'Ryan', 'pct': '48.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '45.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Tim Ryan', 'partisan': 'Democratic Party', 'candidate': True}]",True,True,,2022.0,DEM,Ohio,,3.0,Ryan,Vance
22599,159256,All polls,2244.0,lv,B/C,https://floridapolitics.com/archives/544780-new-poll-shows-val-demings-marco-rubio-tied-in-floridas-u-s-senate-race/,2022-08-08,2022-07-26,2022-07-31,Clarity Campaign Labs,https://projects.fivethirtyeight.com/pollster-ratings/clarity-campaign-labs/,,"[{'choice': 'Demings', 'pct': '45.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '45.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,"[{'sponsor': 'Florida Watch', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://floridawatch.org/'}, {'sponsor': 'Progress Florida', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://progressflorida.org/'}]",False,True,,2022.0,DEM,Florida,,0.0,Demings,Rubio
22605,159266,All polls,529.0,lv,B/C,https://www.politico.com/news/2022/08/08/utah-strangest-senate-race-in-america-00050090,2022-08-08,2022-07-12,2022-07-14,WPA Intelligence,https://projects.fivethirtyeight.com/pollster-ratings/wpa-intelligence-wpai/,,"[{'choice': 'Lee', 'pct': '49.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '35.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Mike Lee', 'partisan': 'Republican Party', 'candidate': True}]",True,True,,2022.0,REP,Utah,,-14.0,McMullin,Lee
22610,159281,All polls,600.0,rv,B/C,https://www.protectingtaxpayers.org/antitrust/new-poll-shows-voters-want-congress-to-focus-on-pocketbook-issues-2/,2022-08-09,2022-03-14,2022-03-19,Moore Information,https://projects.fivethirtyeight.com/pollster-ratings/moore-information/,,"[{'choice': 'Demings', 'pct': '32.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '47.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'Barberena', 'pct': '5.0', 'party': 'Npa', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Taxpayers Protection Alliance', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.protectingtaxpayers.org/'}]",False,False,,2022.0,REP,Florida,,-15.0,Demings,Rubio
22613,159284,All polls,400.0,rv,B/C,https://www.protectingtaxpayers.org/antitrust/new-poll-shows-voters-want-congress-to-focus-on-pocketbook-issues-2/,2022-08-09,2022-03-20,2022-03-24,Moore Information,https://projects.fivethirtyeight.com/pollster-ratings/moore-information/,,"[{'choice': 'Weston', 'pct': '13.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Lee', 'pct': '49.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '25.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Taxpayers Protection Alliance', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.protectingtaxpayers.org/'}]",False,False,,2022.0,REP,Utah,,-11.0,McMullin,Lee
22625,159299,All polls,420.0,lv,,https://pdfhost.io/v/K1J98sEXo_Microsoft_Word_BaileyRAMemodocx,2022-08-09,2022-07-26,2022-08-01,Research Affiliates,,,"[{'choice': 'Warnock', 'pct': '49.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '46.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Charlie L. Bailey', 'partisan': 'Democratic Party', 'candidate': True}]",False,True,,2022.0,DEM,Georgia,,3.0,Warnock,Walker
22628,159302,All polls,656.0,lv,,https://blueprintpolling.com/2022/08/09/dobbs-decision-tilts-nc-state-senate-race-toward-beasley/,2022-08-09,2022-08-04,2022-08-06,Blueprint Polling,,,"[{'choice': 'Beasley', 'pct': '46.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Budd', 'pct': '42.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,North Carolina,,4.0,Beasley,Budd
22631,159313,All polls,1107.0,a,,https://centerstreetpac.com/poll-mark-kelly-leads-blake-masters-54-to-40-in-arizona/,2022-08-10,2022-08-01,2022-08-08,Center Street PAC,,,"[{'choice': 'Kelly', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '34.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Arizona,,14.0,Kelly,Masters
22632,159314,All polls,877.0,rv,,https://centerstreetpac.com/poll-mark-kelly-leads-blake-masters-54-to-40-in-arizona/,2022-08-10,2022-08-01,2022-08-08,Center Street PAC,,,"[{'choice': 'Kelly', 'pct': '50.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '34.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Arizona,,16.0,Kelly,Masters
22633,159315,All polls,512.0,lv,,https://centerstreetpac.com/poll-mark-kelly-leads-blake-masters-54-to-40-in-arizona/,2022-08-10,2022-08-01,2022-08-08,Center Street PAC,,,"[{'choice': 'Kelly', 'pct': '54.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '40.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Arizona,,14.0,Kelly,Masters
22679,159481,All polls,1031.0,lv,B-,https://changeresearch.com/wp-content/uploads/2022/08/MEMO_Demings-Rubio-Change-Research-Poll_August-2022.pdf,2022-08-11,2022-08-02,2022-08-05,Change Research,https://projects.fivethirtyeight.com/pollster-ratings/change-research/,,"[{'choice': 'Demings', 'pct': '46.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '46.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,"[{'sponsor': ""EMILY's List (PAC)"", 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://www.emilyslist.org/'}]",False,True,,2022.0,DEM,Florida,,0.0,Demings,Rubio
22686,159527,All polls,500.0,lv,C/D,https://mclaughlinonline.com/pols/wp-content/uploads/2022/08/CO-Jordan-PPT-07-26-22.pdf,2022-08-12,2022-07-24,2022-07-26,McLaughlin & Associates,https://projects.fivethirtyeight.com/pollster-ratings/mclaughlin-associates/,,"[{'choice': 'Bennet', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': ""O'Dea"", 'pct': '40.3', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'John Jordan', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://en.wikipedia.org/wiki/John_Jordan_(vintner)'}]",False,True,,2022.0,REP,Colorado,,7.700000000000003,Bennet,O'Dea
22692,159533,All polls,971.0,rv,,https://andoverpoll.com/2022/08/15/georgia-on-my-mind-republicans-lead-across-the-board-due-to-suburban-support/,2022-08-15,2022-08-03,2022-08-07,Phillips Academy,,,"[{'choice': 'Warnock', 'pct': '43.6', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '45.2', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Abbot Academy Fund', 'partisan': None, 'internal': False, 'url': 'https://www.andover.edu/alumni/alumni-connect/abbot-academy/abbot-academy-fund'}]",False,True,,2022.0,,Georgia,,-1.6000000000000014,Warnock,Walker
22708,159575,All polls,1534.0,lv,A/B,https://www.unf.edu/uploadedFiles/aa/coas/porl/UNF%20PORL%20August%20Survey.pdf,2022-08-16,2022-08-08,2022-08-12,University of North Florida,https://projects.fivethirtyeight.com/pollster-ratings/university-of-north-florida/,,"[{'choice': 'Demings', 'pct': '48.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '44.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,True,,2022.0,,Florida,,4.0,Demings,Rubio
22712,159580,All polls,996.0,rv,,https://centerstreetpac.com/poll-marco-rubio-leads-val-demings-52-to-41-among-likely-voters-in-floridas-senate-race/,2022-08-17,2022-08-12,2022-08-14,Center Street PAC,,,"[{'choice': 'Demings', 'pct': '39.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '46.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,False,,2022.0,,Florida,,-7.0,Demings,Rubio
22713,159581,All polls,610.0,lv,,https://centerstreetpac.com/poll-marco-rubio-leads-val-demings-52-to-41-among-likely-voters-in-floridas-senate-race/,2022-08-17,2022-08-12,2022-08-14,Center Street PAC,,,"[{'choice': 'Demings', 'pct': '41.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '52.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,True,,2022.0,,Florida,,-11.0,Demings,Rubio
22726,159636,All polls,600.0,rv,A-,https://pghworks.com/poll-alert-pgh-works-releases-statewide-poll-voters-want-democrat-candidates-pro-growth-agenda/,2022-08-17,2022-08-07,2022-08-10,Public Opinion Strategies,https://projects.fivethirtyeight.com/pollster-ratings/public-opinion-strategies/,,"[{'choice': 'Fetterman', 'pct': '51.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '33.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Pittsburgh Works Together', 'partisan': None, 'internal': False, 'url': 'https://pghworks.com/'}]",False,True,,2022.0,,Pennsylvania,,18.0,Fetterman,Oz
22728,159638,All polls,1200.0,rv,B/C,https://www.edfaction.org/media/new-poll-strong-majority-pennsylvania-voters-support-climate-action-cut,2022-08-17,2022-07-14,2022-07-19,Global Strategy Group,https://projects.fivethirtyeight.com/pollster-ratings/global-strategy-group/,,"[{'choice': 'Fetterman', 'pct': '51.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '40.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Environmental Defense Action Fund', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://www.edfaction.org/'}, {'sponsor': 'NRDC Action', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://www.nrdcactionfund.org/'}]",False,True,,2022.0,DEM,Pennsylvania,,11.0,Fetterman,Oz
22730,159640,All polls,811.0,rv,A/B,https://law.marquette.edu/poll/wp-content/uploads/2022/08/MLSP71Toplines.html#Registered_voters,2022-08-17,2022-08-10,2022-08-15,Marquette University Law School,https://projects.fivethirtyeight.com/pollster-ratings/marquette-university-law-school/,,"[{'choice': 'Barnes', 'pct': '51.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Johnson', 'pct': '44.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,False,,2022.0,,Wisconsin,,7.0,Barnes,Johnson
22735,159655,All polls,925.0,lv,A-,https://emersoncollegepolling.com/ohio-2022-jd-vance-leads-tim-ryan-in-competitive-bid-for-us-senate-gov-dewine-holds-16-point-lead-over-democratic-challenger/,2022-08-17,2022-08-15,2022-08-16,Emerson College,https://projects.fivethirtyeight.com/pollster-ratings/emerson-college/,,"[{'choice': 'Ryan', 'pct': '41.6', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '44.7', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Ohio,,-3.1000000000000014,Ryan,Vance
22744,159697,All polls,615.0,lv,B+,https://www.johnlocke.org/polls/budd-and-beasley-in-dead-heat/,2022-08-18,2022-08-13,2022-08-15,Cygnal,https://projects.fivethirtyeight.com/pollster-ratings/cygnal/,,"[{'choice': 'Beasley', 'pct': '42.3', 'party': 'Dem', 'incumbent': False}, {'choice': 'Budd', 'pct': '42.3', 'party': 'Rep', 'incumbent': False}, {'choice': 'Hoh', 'pct': '0.8', 'party': 'Gre', 'incumbent': False}, {'choice': 'Bray', 'pct': '1.9', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'The John Locke Foundation', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.johnlocke.org/'}]",False,True,,2022.0,REP,North Carolina,,0.0,Beasley,Budd
22754,159712,All polls,1006.0,rv,A,https://www.foxnews.com/official-polls/fox-news-poll-barnes-edges-johnson-wisconsin-senate-race,2022-08-18,2022-08-12,2022-08-16,Beacon Research/Shaw & Company Research,https://projects.fivethirtyeight.com/pollster-ratings/fox-news-beacon-research-shaw-co-research/,,"[{'choice': 'Barnes', 'pct': '50.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Johnson', 'pct': '46.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,"[{'sponsor': 'Fox News', 'partisan': None, 'internal': False, 'url': 'https://www.foxnews.com/'}]",False,False,,2022.0,,Wisconsin,,4.0,Barnes,Johnson
22755,159713,All polls,1012.0,rv,A,https://www.foxnews.com/official-polls/fox-news-poll-kelly-holds-8-point-lead-masters-arizona-senate-race,2022-08-18,2022-08-12,2022-08-16,Beacon Research/Shaw & Company Research,https://projects.fivethirtyeight.com/pollster-ratings/fox-news-beacon-research-shaw-co-research/,,"[{'choice': 'Kelly', 'pct': '50.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '42.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Fox News', 'partisan': None, 'internal': False, 'url': 'https://www.foxnews.com/'}]",False,True,,2022.0,,Arizona,,8.0,Kelly,Masters
22779,159758,All polls,1082.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/08/TRF-NV-General-0819-Poll-Report.pdf,2022-08-19,2022-08-15,2022-08-18,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Cortez Masto', 'pct': '44.3', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '46.7', 'party': 'Rep', 'incumbent': False}, {'choice': 'Scott', 'pct': '2.3', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,REP,Nevada,,-2.4000000000000057,Cortez Masto,Laxalt
22783,159764,All polls,500.0,lv,B+,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2022/8_22_2022_marginals.pdf,2022-08-21,2022-08-14,2022-08-17,Suffolk University,https://projects.fivethirtyeight.com/pollster-ratings/suffolk-university/,,"[{'choice': 'Cortez Masto', 'pct': '44.6', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '38.2', 'party': 'Rep', 'incumbent': False}, {'choice': 'Linderman', 'pct': '0.4', 'party': 'Npa', 'incumbent': False}, {'choice': 'Rubinson', 'pct': '0.6', 'party': 'Iap', 'incumbent': False}, {'choice': 'Scott', 'pct': '1.8', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Reno Gazette-Journal', 'partisan': None, 'internal': False, 'url': 'https://www.rgj.com/'}]",False,True,,2022.0,,Nevada,,6.399999999999999,Cortez Masto,Laxalt
22785,159766,All polls,1096.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/08/TRF-PA-General-0820-Poll-Report.pdf,2022-08-22,2022-08-15,2022-08-18,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Fetterman', 'pct': '48.4', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '43.5', 'party': 'Rep', 'incumbent': False}, {'choice': 'Gerhardt', 'pct': '1.8', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,REP,Pennsylvania,,4.899999999999999,Fetterman,Oz
22789,159771,All polls,1087.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-OH-Gen-Poll-Report-0913.pdf,2022-08-22,2022-08-16,2022-08-18,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Ryan', 'pct': '44.9', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '49.5', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,REP,Ohio,,-4.600000000000001,Ryan,Vance
