num_polls,julian_date,date_most_recent_poll,median_margin,median_std_dev,state_num
0,145,001,13.50,-999.00,6
0,145,001,20.10,-999.00,7
0,145,001,86.80,-999.00,8
0,145,001,19.00,-999.00,9
0,145,001,-3.40,-999.00,10
0,145,001,0.24,-999.00,11
0,145,001,29.50,-999.00,12
0,145,001,-30.80,-999.00,13
0,145,001,17.00,-999.00,14
0,145,001,-16.10,-999.00,15
0,145,001,-8.20,-999.00,16
0,145,001,-14.70,-999.00,17
0,145,001,-25.90,-999.00,18
0,145,001,-18.60,-999.00,19
0,145,001,9.10,-999.00,20
0,145,001,33.20,-999.00,21
0,145,001,33.50,-999.00,22
0,145,001,2.80,-999.00,23
0,145,001,7.10,-999.00,24
0,145,001,-16.50,-999.00,25
0,145,001,-15.40,-999.00,26
0,145,001,-16.40,-999.00,27
0,145,001,-19.20,-999.00,28
0,145,001,2.40,-999.00,29
0,145,001,7.40,-999.00,30
0,145,001,15.90,-999.00,31
0,145,001,10.80,-999.00,32
0,145,001,23.10,-999.00,33
0,145,001,-1.30,-999.00,34
0,145,001,-33.40,-999.00,35
0,145,001,-8.00,-999.00,36
0,145,001,-33.10,-999.00,37
0,145,001,16.10,-999.00,38
0,145,001,1.20,-999.00,39
0,145,001,20.80,-999.00,40
0,145,001,-11.70,-999.00,41
0,145,001,-26.20,-999.00,42
0,145,001,-23.20,-999.00,43
0,145,001,-5.60,-999.00,44
0,145,001,-20.50,-999.00,45
0,145,001,35.40,-999.00,46
0,145,001,10.10,-999.00,47
0,145,001,19.20,-999.00,48
0,145,001,-38.90,-999.00,49
0,145,001,0.63,-999.00,50
0,145,001,-43.40,-999.00,51
0,144,001,-25.50,-999.00,1
0,144,001,-10.10,-999.00,2
0,144,001,0.31,-999.00,3
0,144,001,-27.60,-999.00,4
0,144,001,29.20,-999.00,5
0,144,001,13.50,-999.00,6
0,144,001,20.10,-999.00,7
0,144,001,86.80,-999.00,8
0,144,001,19.00,-999.00,9
0,144,001,-3.40,-999.00,10
0,144,001,0.24,-999.00,11
0,144,001,29.50,-999.00,12
0,144,001,-30.80,-999.00,13
0,144,001,17.00,-999.00,14
0,144,001,-16.10,-999.00,15
0,144,001,-8.20,-999.00,16
0,144,001,-14.70,-999.00,17
0,144,001,-25.90,-999.00,18
0,144,001,-18.60,-999.00,19
0,144,001,9.10,-999.00,20
0,144,001,33.20,-999.00,21
0,144,001,33.50,-999.00,22
0,144,001,2.80,-999.00,23
0,144,001,7.10,-999.00,24
0,144,001,-16.50,-999.00,25
0,144,001,-15.40,-999.00,26
0,144,001,-16.40,-999.00,27
0,144,001,-19.20,-999.00,28
0,144,001,2.40,-999.00,29
0,144,001,7.40,-999.00,30
0,144,001,15.90,-999.00,31
0,144,001,10.80,-999.00,32
0,144,001,23.10,-999.00,33
0,144,001,-1.30,-999.00,34
0,144,001,-33.40,-999.00,35
0,144,001,-8.00,-999.00,36
0,144,001,-33.10,-999.00,37
0,144,001,16.10,-999.00,38
0,144,001,1.20,-999.00,39
0,144,001,20.80,-999.00,40
0,144,001,-11.70,-999.00,41
0,144,001,-26.20,-999.00,42
0,144,001,-23.20,-999.00,43
0,144,001,-5.60,-999.00,44
0,144,001,-20.50,-999.00,45
0,144,001,35.40,-999.00,46
0,144,001,10.10,-999.00,47
0,144,001,19.20,-999.00,48
0,144,001,-38.90,-999.00,49
0,144,001,0.63,-999.00,50
0,144,001,-43.40,-999.00,51
0,143,001,-25.50,-999.00,1
0,143,001,-10.10,-999.00,2
0,143,001,0.31,-999.00,3
0,143,001,-27.60,-999.00,4
0,143,001,29.20,-999.00,5
0,143,001,13.50,-999.00,6
0,143,001,20.10,-999.00,7
0,143,001,86.80,-999.00,8
0,143,001,19.00,-999.00,9
0,143,001,-3.40,-999.00,10
0,143,001,0.24,-999.00,11
0,143,001,29.50,-999.00,12
0,143,001,-30.80,-999.00,13
0,143,001,17.00,-999.00,14
0,143,001,-16.10,-999.00,15
0,143,001,-8.20,-999.00,16
0,143,001,-14.70,-999.00,17
0,143,001,-25.90,-999.00,18
0,143,001,-18.60,-999.00,19
0,143,001,9.10,-999.00,20
0,143,001,33.20,-999.00,21
0,143,001,33.50,-999.00,22
0,143,001,2.80,-999.00,23
0,143,001,7.10,-999.00,24
0,143,001,-16.50,-999.00,25
0,143,001,-15.40,-999.00,26
0,143,001,-16.40,-999.00,27
0,143,001,-19.20,-999.00,28
0,143,001,2.40,-999.00,29
0,143,001,7.40,-999.00,30
0,143,001,15.90,-999.00,31
0,143,001,10.80,-999.00,32
0,143,001,23.10,-999.00,33
0,143,001,-1.30,-999.00,34
0,143,001,-33.40,-999.00,35
0,143,001,-8.00,-999.00,36
0,143,001,-33.10,-999.00,37
0,143,001,16.10,-999.00,38
0,143,001,1.20,-999.00,39
0,143,001,20.80,-999.00,40
0,143,001,-11.70,-999.00,41
0,143,001,-26.20,-999.00,42
0,143,001,-23.20,-999.00,43
0,143,001,-5.60,-999.00,44
0,143,001,-20.50,-999.00,45
0,143,001,35.40,-999.00,46
0,143,001,10.10,-999.00,47
0,143,001,19.20,-999.00,48
0,143,001,-38.90,-999.00,49
0,143,001,0.63,-999.00,50
0,143,001,-43.40,-999.00,51
0,142,001,-25.50,-999.00,1
0,142,001,-10.10,-999.00,2
0,142,001,0.31,-999.00,3
0,142,001,-27.60,-999.00,4
0,142,001,29.20,-999.00,5
0,142,001,13.50,-999.00,6
0,142,001,20.10,-999.00,7
0,142,001,86.80,-999.00,8
0,142,001,19.00,-999.00,9
0,142,001,-3.40,-999.00,10
0,142,001,0.24,-999.00,11
0,142,001,29.50,-999.00,12
0,142,001,-30.80,-999.00,13
0,142,001,17.00,-999.00,14
0,142,001,-16.10,-999.00,15
0,142,001,-8.20,-999.00,16
0,142,001,-14.70,-999.00,17
0,142,001,-25.90,-999.00,18
0,142,001,-18.60,-999.00,19
0,142,001,9.10,-999.00,20
0,142,001,33.20,-999.00,21
0,142,001,33.50,-999.00,22
0,142,001,2.80,-999.00,23
0,142,001,7.10,-999.00,24
0,142,001,-16.50,-999.00,25
0,142,001,-15.40,-999.00,26
0,142,001,-16.40,-999.00,27
0,142,001,-19.20,-999.00,28
0,142,001,2.40,-999.00,29
0,142,001,7.40,-999.00,30
0,142,001,15.90,-999.00,31
0,142,001,10.80,-999.00,32
0,142,001,23.10,-999.00,33
0,142,001,-1.30,-999.00,34
0,142,001,-33.40,-999.00,35
0,142,001,-8.00,-999.00,36
0,142,001,-33.10,-999.00,37
0,142,001,16.10,-999.00,38
0,142,001,1.20,-999.00,39
0,142,001,20.80,-999.00,40
0,142,001,-11.70,-999.00,41
0,142,001,-26.20,-999.00,42
0,142,001,-23.20,-999.00,43
0,142,001,-5.60,-999.00,44
0,142,001,-20.50,-999.00,45
0,142,001,35.40,-999.00,46
0,142,001,10.10,-999.00,47
0,142,001,19.20,-999.00,48
0,142,001,-38.90,-999.00,49
0,142,001,0.63,-999.00,50
0,142,001,-43.40,-999.00,51
0,141,001,-25.50,-999.00,1
0,141,001,-10.10,-999.00,2
0,141,001,0.31,-999.00,3
0,141,001,-27.60,-999.00,4
0,141,001,29.20,-999.00,5
0,141,001,13.50,-999.00,6
0,141,001,20.10,-999.00,7
0,141,001,86.80,-999.00,8
0,141,001,19.00,-999.00,9
0,141,001,-3.40,-999.00,10
0,141,001,0.24,-999.00,11
0,141,001,29.50,-999.00,12
0,141,001,-30.80,-999.00,13
0,141,001,17.00,-999.00,14
0,141,001,-16.10,-999.00,15
0,141,001,-8.20,-999.00,16
0,141,001,-14.70,-999.00,17
0,141,001,-25.90,-999.00,18
0,141,001,-18.60,-999.00,19
0,141,001,9.10,-999.00,20
0,141,001,33.20,-999.00,21
0,141,001,33.50,-999.00,22
0,141,001,2.80,-999.00,23
0,141,001,7.10,-999.00,24
0,141,001,-16.50,-999.00,25
0,141,001,-15.40,-999.00,26
0,141,001,-16.40,-999.00,27
0,141,001,-19.20,-999.00,28
0,141,001,2.40,-999.00,29
0,141,001,7.40,-999.00,30
0,141,001,15.90,-999.00,31
0,141,001,10.80,-999.00,32
0,141,001,23.10,-999.00,33
0,141,001,-1.30,-999.00,34
0,141,001,-33.40,-999.00,35
0,141,001,-8.00,-999.00,36
0,141,001,-33.10,-999.00,37
0,141,001,16.10,-999.00,38
0,141,001,1.20,-999.00,39
0,141,001,20.80,-999.00,40
0,141,001,-11.70,-999.00,41
0,141,001,-26.20,-999.00,42
0,141,001,-23.20,-999.00,43
0,141,001,-5.60,-999.00,44
0,141,001,-20.50,-999.00,45
0,141,001,35.40,-999.00,46
0,141,001,10.10,-999.00,47
0,141,001,19.20,-999.00,48
0,141,001,-38.90,-999.00,49
0,141,001,0.63,-999.00,50
0,141,001,-43.40,-999.00,51
0,140,001,-25.50,-999.00,1
0,140,001,-10.10,-999.00,2
0,140,001,0.31,-999.00,3
0,140,001,-27.60,-999.00,4
0,140,001,29.20,-999.00,5
0,140,001,13.50,-999.00,6
0,140,001,20.10,-999.00,7
0,140,001,86.80,-999.00,8
0,140,001,19.00,-999.00,9
0,140,001,-3.40,-999.00,10
0,140,001,0.24,-999.00,11
0,140,001,29.50,-999.00,12
0,140,001,-30.80,-999.00,13
0,140,001,17.00,-999.00,14
0,140,001,-16.10,-999.00,15
0,140,001,-8.20,-999.00,16
0,140,001,-14.70,-999.00,17
0,140,001,-25.90,-999.00,18
0,140,001,-18.60,-999.00,19
0,140,001,9.10,-999.00,20
0,140,001,33.20,-999.00,21
0,140,001,33.50,-999.00,22
0,140,001,2.80,-999.00,23
0,140,001,7.10,-999.00,24
0,140,001,-16.50,-999.00,25
0,140,001,-15.40,-999.00,26
0,140,001,-16.40,-999.00,27
0,140,001,-19.20,-999.00,28
0,140,001,2.40,-999.00,29
0,140,001,7.40,-999.00,30
0,140,001,15.90,-999.00,31
0,140,001,10.80,-999.00,32
0,140,001,23.10,-999.00,33
0,140,001,-1.30,-999.00,34
0,140,001,-33.40,-999.00,35
0,140,001,-8.00,-999.00,36
0,140,001,-33.10,-999.00,37
0,140,001,16.10,-999.00,38
0,140,001,1.20,-999.00,39
0,140,001,20.80,-999.00,40
0,140,001,-11.70,-999.00,41
0,140,001,-26.20,-999.00,42
0,140,001,-23.20,-999.00,43
0,140,001,-5.60,-999.00,44
0,140,001,-20.50,-999.00,45
0,140,001,35.40,-999.00,46
0,140,001,10.10,-999.00,47
0,140,001,19.20,-999.00,48
0,140,001,-38.90,-999.00,49
0,140,001,0.63,-999.00,50
0,140,001,-43.40,-999.00,51
0,139,001,-25.50,-999.00,1
0,139,001,-10.10,-999.00,2
0,139,001,0.31,-999.00,3
0,139,001,-27.60,-999.00,4
0,139,001,29.20,-999.00,5
0,139,001,13.50,-999.00,6
0,139,001,20.10,-999.00,7
0,139,001,86.80,-999.00,8
0,139,001,19.00,-999.00,9
0,139,001,-3.40,-999.00,10
0,139,001,0.24,-999.00,11
0,139,001,29.50,-999.00,12
0,139,001,-30.80,-999.00,13
0,139,001,17.00,-999.00,14
0,139,001,-16.10,-999.00,15
0,139,001,-8.20,-999.00,16
0,139,001,-14.70,-999.00,17
0,139,001,-25.90,-999.00,18
0,139,001,-18.60,-999.00,19
0,139,001,9.10,-999.00,20
0,139,001,33.20,-999.00,21
0,139,001,33.50,-999.00,22
0,139,001,2.80,-999.00,23
0,139,001,7.10,-999.00,24
0,139,001,-16.50,-999.00,25
0,139,001,-15.40,-999.00,26
0,139,001,-16.40,-999.00,27
0,139,001,-19.20,-999.00,28
0,139,001,2.40,-999.00,29
0,139,001,7.40,-999.00,30
0,139,001,15.90,-999.00,31
0,139,001,10.80,-999.00,32
0,139,001,23.10,-999.00,33
0,139,001,-1.30,-999.00,34
0,139,001,-33.40,-999.00,35
0,139,001,-8.00,-999.00,36
0,139,001,-33.10,-999.00,37
0,139,001,16.10,-999.00,38
0,139,001,1.20,-999.00,39
0,139,001,20.80,-999.00,40
0,139,001,-11.70,-999.00,41
0,139,001,-26.20,-999.00,42
0,139,001,-23.20,-999.00,43
0,139,001,-5.60,-999.00,44
0,139,001,-20.50,-999.00,45
0,139,001,35.40,-999.00,46
0,139,001,10.10,-999.00,47
0,139,001,19.20,-999.00,48
0,139,001,-38.90,-999.00,49
0,139,001,0.63,-999.00,50
0,139,001,-43.40,-999.00,51
0,138,001,-25.50,-999.00,1
0,138,001,-10.10,-999.00,2
0,138,001,0.31,-999.00,3
0,138,001,-27.60,-999.00,4
0,138,001,29.20,-999.00,5
0,138,001,13.50,-999.00,6
0,138,001,20.10,-999.00,7
0,138,001,86.80,-999.00,8
0,138,001,19.00,-999.00,9
0,138,001,-3.40,-999.00,10
0,138,001,0.24,-999.00,11
0,138,001,29.50,-999.00,12
0,138,001,-30.80,-999.00,13
0,138,001,17.00,-999.00,14
0,138,001,-16.10,-999.00,15
0,138,001,-8.20,-999.00,16
0,138,001,-14.70,-999.00,17
0,138,001,-25.90,-999.00,18
0,138,001,-18.60,-999.00,19
0,138,001,9.10,-999.00,20
0,138,001,33.20,-999.00,21
0,138,001,33.50,-999.00,22
0,138,001,2.80,-999.00,23
0,138,001,7.10,-999.00,24
0,138,001,-16.50,-999.00,25
0,138,001,-15.40,-999.00,26
0,138,001,-16.40,-999.00,27
0,138,001,-19.20,-999.00,28
0,138,001,2.40,-999.00,29
0,138,001,7.40,-999.00,30
0,138,001,15.90,-999.00,31
0,138,001,10.80,-999.00,32
0,138,001,23.10,-999.00,33
0,138,001,-1.30,-999.00,34
0,138,001,-33.40,-999.00,35
0,138,001,-8.00,-999.00,36
0,138,001,-33.10,-999.00,37
0,138,001,16.10,-999.00,38
0,138,001,1.20,-999.00,39
0,138,001,20.80,-999.00,40
0,138,001,-11.70,-999.00,41
0,138,001,-26.20,-999.00,42
0,138,001,-23.20,-999.00,43
0,138,001,-5.60,-999.00,44
0,138,001,-20.50,-999.00,45
0,138,001,35.40,-999.00,46
0,138,001,10.10,-999.00,47
0,138,001,19.20,-999.00,48
0,138,001,-38.90,-999.00,49
0,138,001,0.63,-999.00,50
0,138,001,-43.40,-999.00,51
0,137,001,-25.50,-999.00,1
0,137,001,-10.10,-999.00,2
0,137,001,0.31,-999.00,3
0,137,001,-27.60,-999.00,4
0,137,001,29.20,-999.00,5
0,137,001,13.50,-999.00,6
0,137,001,20.10,-999.00,7
0,137,001,86.80,-999.00,8
0,137,001,19.00,-999.00,9
0,137,001,-3.40,-999.00,10
0,137,001,0.24,-999.00,11
0,137,001,29.50,-999.00,12
0,137,001,-30.80,-999.00,13
0,137,001,17.00,-999.00,14
0,137,001,-16.10,-999.00,15
0,137,001,-8.20,-999.00,16
0,137,001,-14.70,-999.00,17
0,137,001,-25.90,-999.00,18
0,137,001,-18.60,-999.00,19
0,137,001,9.10,-999.00,20
0,137,001,33.20,-999.00,21
0,137,001,33.50,-999.00,22
0,137,001,2.80,-999.00,23
0,137,001,7.10,-999.00,24
0,137,001,-16.50,-999.00,25
0,137,001,-15.40,-999.00,26
0,137,001,-16.40,-999.00,27
0,137,001,-19.20,-999.00,28
0,137,001,2.40,-999.00,29
0,137,001,7.40,-999.00,30
0,137,001,15.90,-999.00,31
0,137,001,10.80,-999.00,32
0,137,001,23.10,-999.00,33
0,137,001,-1.30,-999.00,34
0,137,001,-33.40,-999.00,35
0,137,001,-8.00,-999.00,36
0,137,001,-33.10,-999.00,37
0,137,001,16.10,-999.00,38
0,137,001,1.20,-999.00,39
0,137,001,20.80,-999.00,40
0,137,001,-11.70,-999.00,41
0,137,001,-26.20,-999.00,42
0,137,001,-23.20,-999.00,43
0,137,001,-5.60,-999.00,44
0,137,001,-20.50,-999.00,45
0,137,001,35.40,-999.00,46
0,137,001,10.10,-999.00,47
0,137,001,19.20,-999.00,48
0,137,001,-38.90,-999.00,49
0,137,001,0.63,-999.00,50
0,137,001,-43.40,-999.00,51
0,136,001,-25.50,-999.00,1
0,136,001,-10.10,-999.00,2
0,136,001,0.31,-999.00,3
0,136,001,-27.60,-999.00,4
0,136,001,29.20,-999.00,5
0,136,001,13.50,-999.00,6
0,136,001,20.10,-999.00,7
0,136,001,86.80,-999.00,8
0,136,001,19.00,-999.00,9
0,136,001,-3.40,-999.00,10
0,136,001,0.24,-999.00,11
0,136,001,29.50,-999.00,12
0,136,001,-30.80,-999.00,13
0,136,001,17.00,-999.00,14
0,136,001,-16.10,-999.00,15
0,136,001,-8.20,-999.00,16
0,136,001,-14.70,-999.00,17
0,136,001,-25.90,-999.00,18
0,136,001,-18.60,-999.00,19
0,136,001,9.10,-999.00,20
0,136,001,33.20,-999.00,21
0,136,001,33.50,-999.00,22
0,136,001,2.80,-999.00,23
0,136,001,7.10,-999.00,24
0,136,001,-16.50,-999.00,25
0,136,001,-15.40,-999.00,26
0,136,001,-16.40,-999.00,27
0,136,001,-19.20,-999.00,28
0,136,001,2.40,-999.00,29
0,136,001,7.40,-999.00,30
0,136,001,15.90,-999.00,31
0,136,001,10.80,-999.00,32
0,136,001,23.10,-999.00,33
0,136,001,-1.30,-999.00,34
0,136,001,-33.40,-999.00,35
0,136,001,-8.00,-999.00,36
0,136,001,-33.10,-999.00,37
0,136,001,16.10,-999.00,38
0,136,001,1.20,-999.00,39
0,136,001,20.80,-999.00,40
0,136,001,-11.70,-999.00,41
0,136,001,-26.20,-999.00,42
0,136,001,-23.20,-999.00,43
0,136,001,-5.60,-999.00,44
0,136,001,-20.50,-999.00,45
0,136,001,35.40,-999.00,46
0,136,001,10.10,-999.00,47
0,136,001,19.20,-999.00,48
0,136,001,-38.90,-999.00,49
0,136,001,0.63,-999.00,50
0,136,001,-43.40,-999.00,51
0,135,001,-25.50,-999.00,1
0,135,001,-10.10,-999.00,2
0,135,001,0.31,-999.00,3
0,135,001,-27.60,-999.00,4
0,135,001,29.20,-999.00,5
0,135,001,13.50,-999.00,6
0,135,001,20.10,-999.00,7
0,135,001,86.80,-999.00,8
0,135,001,19.00,-999.00,9
0,135,001,-3.40,-999.00,10
0,135,001,0.24,-999.00,11
0,135,001,29.50,-999.00,12
0,135,001,-30.80,-999.00,13
0,135,001,17.00,-999.00,14
0,135,001,-16.10,-999.00,15
0,135,001,-8.20,-999.00,16
0,135,001,-14.70,-999.00,17
0,135,001,-25.90,-999.00,18
0,135,001,-18.60,-999.00,19
0,135,001,9.10,-999.00,20
0,135,001,33.20,-999.00,21
0,135,001,33.50,-999.00,22
0,135,001,2.80,-999.00,23
0,135,001,7.10,-999.00,24
0,135,001,-16.50,-999.00,25
0,135,001,-15.40,-999.00,26
0,135,001,-16.40,-999.00,27
0,135,001,-19.20,-999.00,28
0,135,001,2.40,-999.00,29
0,135,001,7.40,-999.00,30
0,135,001,15.90,-999.00,31
0,135,001,10.80,-999.00,32
0,135,001,23.10,-999.00,33
0,135,001,-1.30,-999.00,34
0,135,001,-33.40,-999.00,35
0,135,001,-8.00,-999.00,36
0,135,001,-33.10,-999.00,37
0,135,001,16.10,-999.00,38
0,135,001,1.20,-999.00,39
0,135,001,20.80,-999.00,40
0,135,001,-11.70,-999.00,41
0,135,001,-26.20,-999.00,42
0,135,001,-23.20,-999.00,43
0,135,001,-5.60,-999.00,44
0,135,001,-20.50,-999.00,45
0,135,001,35.40,-999.00,46
0,135,001,10.10,-999.00,47
0,135,001,19.20,-999.00,48
0,135,001,-38.90,-999.00,49
0,135,001,0.63,-999.00,50
0,135,001,-43.40,-999.00,51
0,134,001,-25.50,-999.00,1
0,134,001,-10.10,-999.00,2
0,134,001,0.31,-999.00,3
0,134,001,-27.60,-999.00,4
0,134,001,29.20,-999.00,5
0,134,001,13.50,-999.00,6
0,134,001,20.10,-999.00,7
0,134,001,86.80,-999.00,8
0,134,001,19.00,-999.00,9
0,134,001,-3.40,-999.00,10
0,134,001,0.24,-999.00,11
0,134,001,29.50,-999.00,12
0,134,001,-30.80,-999.00,13
0,134,001,17.00,-999.00,14
0,134,001,-16.10,-999.00,15
0,134,001,-8.20,-999.00,16
0,134,001,-14.70,-999.00,17
0,134,001,-25.90,-999.00,18
0,134,001,-18.60,-999.00,19
0,134,001,9.10,-999.00,20
0,134,001,33.20,-999.00,21
0,134,001,33.50,-999.00,22
0,134,001,2.80,-999.00,23
0,134,001,7.10,-999.00,24
0,134,001,-16.50,-999.00,25
0,134,001,-15.40,-999.00,26
0,134,001,-16.40,-999.00,27
0,134,001,-19.20,-999.00,28
0,134,001,2.40,-999.00,29
0,134,001,7.40,-999.00,30
0,134,001,15.90,-999.00,31
0,134,001,10.80,-999.00,32
0,134,001,23.10,-999.00,33
0,134,001,-1.30,-999.00,34
0,134,001,-33.40,-999.00,35
0,134,001,-8.00,-999.00,36
0,134,001,-33.10,-999.00,37
0,134,001,16.10,-999.00,38
0,134,001,1.20,-999.00,39
0,134,001,20.80,-999.00,40
0,134,001,-11.70,-999.00,41
0,134,001,-26.20,-999.00,42
0,134,001,-23.20,-999.00,43
0,134,001,-5.60,-999.00,44
0,134,001,-20.50,-999.00,45
0,134,001,35.40,-999.00,46
0,134,001,10.10,-999.00,47
0,134,001,19.20,-999.00,48
0,134,001,-38.90,-999.00,49
0,134,001,0.63,-999.00,50
0,134,001,-43.40,-999.00,51
0,133,001,-25.50,-999.00,1
0,133,001,-10.10,-999.00,2
0,133,001,0.31,-999.00,3
0,133,001,-27.60,-999.00,4
0,133,001,29.20,-999.00,5
0,133,001,13.50,-999.00,6
0,133,001,20.10,-999.00,7
0,133,001,86.80,-999.00,8
0,133,001,19.00,-999.00,9
0,133,001,-3.40,-999.00,10
0,133,001,0.24,-999.00,11
0,133,001,29.50,-999.00,12
0,133,001,-30.80,-999.00,13
0,133,001,17.00,-999.00,14
0,133,001,-16.10,-999.00,15
0,133,001,-8.20,-999.00,16
0,133,001,-14.70,-999.00,17
0,133,001,-25.90,-999.00,18
0,133,001,-18.60,-999.00,19
0,133,001,9.10,-999.00,20
0,133,001,33.20,-999.00,21
0,133,001,33.50,-999.00,22
0,133,001,2.80,-999.00,23
0,133,001,7.10,-999.00,24
0,133,001,-16.50,-999.00,25
0,133,001,-15.40,-999.00,26
0,133,001,-16.40,-999.00,27
0,133,001,-19.20,-999.00,28
0,133,001,2.40,-999.00,29
0,133,001,7.40,-999.00,30
0,133,001,15.90,-999.00,31
0,133,001,10.80,-999.00,32
0,133,001,23.10,-999.00,33
0,133,001,-1.30,-999.00,34
0,133,001,-33.40,-999.00,35
0,133,001,-8.00,-999.00,36
0,133,001,-33.10,-999.00,37
0,133,001,16.10,-999.00,38
0,133,001,1.20,-999.00,39
0,133,001,20.80,-999.00,40
0,133,001,-11.70,-999.00,41
0,133,001,-26.20,-999.00,42
0,133,001,-23.20,-999.00,43
0,133,001,-5.60,-999.00,44
0,133,001,-20.50,-999.00,45
0,133,001,35.40,-999.00,46
0,133,001,10.10,-999.00,47
0,133,001,19.20,-999.00,48
0,133,001,-38.90,-999.00,49
0,133,001,0.63,-999.00,50
0,133,001,-43.40,-999.00,51
0,132,001,-25.50,-999.00,1
0,132,001,-10.10,-999.00,2
0,132,001,0.31,-999.00,3
0,132,001,-27.60,-999.00,4
0,132,001,29.20,-999.00,5
0,132,001,13.50,-999.00,6
0,132,001,20.10,-999.00,7
0,132,001,86.80,-999.00,8
0,132,001,19.00,-999.00,9
0,132,001,-3.40,-999.00,10
0,132,001,0.24,-999.00,11
0,132,001,29.50,-999.00,12
0,132,001,-30.80,-999.00,13
0,132,001,17.00,-999.00,14
0,132,001,-16.10,-999.00,15
0,132,001,-8.20,-999.00,16
0,132,001,-14.70,-999.00,17
0,132,001,-25.90,-999.00,18
0,132,001,-18.60,-999.00,19
0,132,001,9.10,-999.00,20
0,132,001,33.20,-999.00,21
0,132,001,33.50,-999.00,22
0,132,001,2.80,-999.00,23
0,132,001,7.10,-999.00,24
0,132,001,-16.50,-999.00,25
0,132,001,-15.40,-999.00,26
0,132,001,-16.40,-999.00,27
0,132,001,-19.20,-999.00,28
0,132,001,2.40,-999.00,29
0,132,001,7.40,-999.00,30
0,132,001,15.90,-999.00,31
0,132,001,10.80,-999.00,32
0,132,001,23.10,-999.00,33
0,132,001,-1.30,-999.00,34
0,132,001,-33.40,-999.00,35
0,132,001,-8.00,-999.00,36
0,132,001,-33.10,-999.00,37
0,132,001,16.10,-999.00,38
0,132,001,1.20,-999.00,39
0,132,001,20.80,-999.00,40
0,132,001,-11.70,-999.00,41
0,132,001,-26.20,-999.00,42
0,132,001,-23.20,-999.00,43
0,132,001,-5.60,-999.00,44
0,132,001,-20.50,-999.00,45
0,132,001,35.40,-999.00,46
0,132,001,10.10,-999.00,47
0,132,001,19.20,-999.00,48
0,132,001,-38.90,-999.00,49
0,132,001,0.63,-999.00,50
0,132,001,-43.40,-999.00,51
0,131,001,-25.50,-999.00,1
0,131,001,-10.10,-999.00,2
0,131,001,0.31,-999.00,3
0,131,001,-27.60,-999.00,4
0,131,001,29.20,-999.00,5
0,131,001,13.50,-999.00,6
0,131,001,20.10,-999.00,7
0,131,001,86.80,-999.00,8
0,131,001,19.00,-999.00,9
0,131,001,-3.40,-999.00,10
0,131,001,0.24,-999.00,11
0,131,001,29.50,-999.00,12
0,131,001,-30.80,-999.00,13
0,131,001,17.00,-999.00,14
0,131,001,-16.10,-999.00,15
0,131,001,-8.20,-999.00,16
0,131,001,-14.70,-999.00,17
0,131,001,-25.90,-999.00,18
0,131,001,-18.60,-999.00,19
0,131,001,9.10,-999.00,20
0,131,001,33.20,-999.00,21
0,131,001,33.50,-999.00,22
0,131,001,2.80,-999.00,23
0,131,001,7.10,-999.00,24
0,131,001,-16.50,-999.00,25
0,131,001,-15.40,-999.00,26
0,131,001,-16.40,-999.00,27
0,131,001,-19.20,-999.00,28
0,131,001,2.40,-999.00,29
0,131,001,7.40,-999.00,30
0,131,001,15.90,-999.00,31
0,131,001,10.80,-999.00,32
0,131,001,23.10,-999.00,33
0,131,001,-1.30,-999.00,34
0,131,001,-33.40,-999.00,35
0,131,001,-8.00,-999.00,36
0,131,001,-33.10,-999.00,37
0,131,001,16.10,-999.00,38
0,131,001,1.20,-999.00,39
0,131,001,20.80,-999.00,40
0,131,001,-11.70,-999.00,41
0,131,001,-26.20,-999.00,42
0,131,001,-23.20,-999.00,43
0,131,001,-5.60,-999.00,44
0,131,001,-20.50,-999.00,45
0,131,001,35.40,-999.00,46
0,131,001,10.10,-999.00,47
0,131,001,19.20,-999.00,48
0,131,001,-38.90,-999.00,49
0,131,001,0.63,-999.00,50
0,131,001,-43.40,-999.00,51
0,130,001,-25.50,-999.00,1
0,130,001,-10.10,-999.00,2
0,130,001,0.31,-999.00,3
0,130,001,-27.60,-999.00,4
0,130,001,29.20,-999.00,5
0,130,001,13.50,-999.00,6
0,130,001,20.10,-999.00,7
0,130,001,86.80,-999.00,8
0,130,001,19.00,-999.00,9
0,130,001,-3.40,-999.00,10
0,130,001,0.24,-999.00,11
0,130,001,29.50,-999.00,12
0,130,001,-30.80,-999.00,13
0,130,001,17.00,-999.00,14
0,130,001,-16.10,-999.00,15
0,130,001,-8.20,-999.00,16
0,130,001,-14.70,-999.00,17
0,130,001,-25.90,-999.00,18
0,130,001,-18.60,-999.00,19
0,130,001,9.10,-999.00,20
0,130,001,33.20,-999.00,21
0,130,001,33.50,-999.00,22
0,130,001,2.80,-999.00,23
0,130,001,7.10,-999.00,24
0,130,001,-16.50,-999.00,25
0,130,001,-15.40,-999.00,26
0,130,001,-16.40,-999.00,27
0,130,001,-19.20,-999.00,28
0,130,001,2.40,-999.00,29
0,130,001,7.40,-999.00,30
0,130,001,15.90,-999.00,31
0,130,001,10.80,-999.00,32
0,130,001,23.10,-999.00,33
0,130,001,-1.30,-999.00,34
0,130,001,-33.40,-999.00,35
0,130,001,-8.00,-999.00,36
0,130,001,-33.10,-999.00,37
0,130,001,16.10,-999.00,38
