state,district,incumbent,favored,confidence,nom_R,nom_D,nom_I,cvap,VOTER_POWER,redistricting_voter_power
MN,MN-HD-45B,D,D,Safe,Ken Fitzgerald,Mike Freiberg,False,31610,-4.015874022211818e-08,-2.409524413327091e-07
MN,MN-HD-46A,D,D,Safe,Anne Taylor,Ryan Winkler,False,32290,-3.642771512213372e-08,-2.1856629073280232e-07
MN,MN-HD-46B,D,D,Safe,Melissa Moore,Cheryl Youakim,False,30575,-3.9826475839443987e-08,-2.389588550366639e-07
MN,MN-HD-47A,R,R,Safe,Jim Nash,Arlan Brinkmeier,False,31495,-9.802262779246007e-09,-5.881357667547604e-08
MN,MN-HD-47B,R,False,Toss-Up,Greg Boe,Dan Kessler,False,30655,-6.798344308056592e-07,-4.079006584833955e-06
MN,MN-HD-48A,D,D,Safe,Eric Wessels,Laurie Pryor,False,29940,-2.0262066763310218e-07,-1.2157240057986132e-06
MN,MN-HD-48B,D,D,Tilt,Holly Link,Carlie Kotyza-Witthuhn,False,27340,-8.802793004525356e-07,-5.281675802715213e-06
MN,MN-HD-49B,D,D,Safe,Joe Thalman,Steve Elkins,False,32010,-4.1902051939324274e-08,-2.5141231163594563e-07
MN,MN-HD-50A,D,D,Safe,Tim Johnson,Michael Howard,False,28095,-4.573998851897798e-08,-2.744399311138679e-07
MN,MN-HD-50B,D,D,Safe,Gary Heyer,Andrew Carlson,False,29825,-1.5152602700352347e-07,-9.091561620211408e-07
MN,MN-HD-51A,D,D,Safe,Patrick J. Zurick,Sandra Masin,False,30130,-7.762134313082925e-08,-4.657280587849755e-07
MN,MN-HD-51B,False,D,Safe,Fern A. Smith,Liz Reyer,False,28305,-2.1686212503535532e-07,-1.301172750212132e-06
MN,MN-HD-52A,D,D,Safe,Mariah de la Paz,Rick Hansen,False,29755,-4.0401503587084164e-08,-2.42409021522505e-07
MN,MN-HD-52B,D,D,Likely,Cynthia Lonnquist,Ruth Richardson,False,29725,-4.902363495151718e-07,-2.941418097091031e-06
MN,MN-HD-53A,D,D,Safe,William A. Johnston,Tou Xiong,False,30130,-5.757632776104416e-08,-3.45457966566265e-07
MN,MN-HD-53B,D,D,Lean,Kelly Jahner-Byrne,Steve Sandell,False,30250,-7.203919841214379e-07,-4.322351904728627e-06
MN,MN-HD-54A,D,D,Lean,Keith Franke,Anne Claflin,False,29540,-7.909312860210349e-07,-4.7455877161262094e-06
MN,MN-HD-54B,R,False,Toss-Up,Tony Jurgens,Kelsey Waits,False,30535,-5.359957033768126e-07,-3.2159742202608754e-06
MN,MN-HD-55A,D,D,Tilt,Erik Mortensen,Brad Tabke,Ryan Martin,27900,-8.654033083477231e-07,-5.192419850086338e-06
MN,MN-HD-55B,R,R,Safe,Tony Albright,Andrea Nelsen,False,31015,-9.575258475003068e-09,-5.745155085001841e-08
MN,MN-HD-56A,False,D,Tilt,Pam Myhra,Jessica Hanson,False,29865,-7.145489600013377e-07,-4.287293760008026e-06
MN,MN-HD-56B,False,D,Tilt,Roz Peterson,Kaela Berg,False,29970,-7.862929070068247e-07,-4.7177574420409485e-06
MN,MN-HD-57A,D,D,Safe,Megan Olson,Robert Bierman,False,31480,-1.9795359668117743e-07,-1.1877215800870646e-06
MN,MN-HD-57B,D,D,Lean,Sandra A. Jimenez,John D. Huot,False,28960,-7.694556966586497e-07,-4.616734179951898e-06
MN,MN-HD-58A,R,R,Likely,Jon Koznick,Erin Preese,False,29230,-7.925920358919925e-08,-4.7555522153519547e-07
MN,MN-HD-58B,R,R,Safe,Pat Garofalo,Sara Wolf,False,29995,-2.3113951530540074e-08,-1.3868370918324044e-07
MN,MN-HD-59A,D,D,Safe,False,Fue Lee,Marcus Harcus,28035,-4.414400950336628e-08,-2.6486405702019766e-07
MN,MN-HD-59B,False,D,Safe,Alan Shilepsky,Esther Agbaje,False,33175,-3.799783510061161e-08,-2.2798701060366966e-07
MN,MN-HD-60A,D,D,Safe,John Holmberg,Sydney Jordan,False,31225,-3.963204220358563e-08,-2.3779225322151376e-07
MN,MN-HD-61A,D,D,Safe,Kurtis Fechtmeyer,Frank Hornstein,False,36645,-3.500367251607628e-08,-2.1002203509645767e-07
MN,MN-HD-61B,D,D,Safe,Lisa Pohlman,Jamie Long,False,31125,-4.0591400407574696e-08,-2.435484024454482e-07
MN,MN-HD-62A,D,D,Safe,Arjun Kataria,Hodan Hassan,False,25000,-5.529399943471347e-08,-3.317639966082808e-07
MN,MN-HD-62B,D,D,Safe,Ross Tenneson,Aisha Gomez,False,27295,-5.0041328358840786e-08,-3.002479701530447e-07
MN,MN-HD-63A,D,D,Safe,Penny Arcos,Jim Davnie,David Wiester,30375,-4.242489765049484e-08,-2.5454938590296905e-07
MN,MN-HD-63B,False,D,Safe,Frank Pafko,Emma Greenman,Dennis Schuller,30020,-4.004933984447234e-08,-2.4029603906683406e-07
MN,MN-HD-64A,D,D,Safe,Sherry Schack,Kaohly Her,False,30925,-3.984022772796081e-08,-2.3904136636776485e-07
MN,MN-HD-64B,D,D,Safe,Georgia Dietz,Dave Pinto,False,30290,-4.162771743976279e-08,-2.4976630463857674e-07
MN,MN-HD-65A,D,D,Safe,Amy Anderson,Rena Moran,False,26515,-4.9757422737606305e-08,-2.9854453642563783e-07
MN,MN-HD-65B,D,D,Safe,Margaret Mary Stokely,Carlos Mariani,False,30195,-4.0287498281887935e-08,-2.417249896913276e-07
MN,MN-HD-66A,D,D,Safe,Brett Rose,Alice Hausman,False,31675,-3.821788296942685e-08,-2.2930729781656112e-07
MN,MN-HD-66B,False,D,Safe,Mikki Murray,Athena Hollins,False,26355,-4.7526638846662195e-08,-2.8515983307997317e-07
MN,MN-HD-67A,False,D,Safe,John Stromenger,John Thompson,False,25615,-5.060989494154455e-08,-3.036593696492673e-07
MN,MN-HD-67B,D,D,Safe,Fred Turk,Jay Xiong,False,26495,-4.543345988317071e-08,-2.726007592990243e-07
NC,NC-SD-1,R,False,Toss-Up,Bob Steinburg,Tess Judge,False,152525,3.7666324537166673e-07,4.8966221898316675e-06
NC,NC-SD-2,R,R,Safe,Norman W. Sanderson,Libbie Griffin,Tim Harris,144065,-6.814523897946678e-08,-8.858881067330682e-07
NC,NC-SD-3,False,D,Likely,Thomas S. Hester,Ernestine Bazemore,False,135495,2.302224995365254e-07,2.9928924939748303e-06
NC,NC-SD-4,D,D,Safe,Sammy Davis Webb,Milton F. Fitch,False,139765,2.731540357792106e-08,3.551002465129738e-07
NC,NC-SD-5,D,D,Safe,Karen Kozel,Don Davis,False,149280,2.4423165989606588e-08,3.1750115786488564e-07
NC,NC-SD-6,False,R,Safe,Michael Lazzara,Ike Johnson,False,151815,-6.374229072347859e-08,-8.286497794052217e-07
NC,NC-SD-7,R,R,Lean,Jim Perry,Donna Lake,False,130350,-5.808700796472444e-07,-7.551311035414177e-06
NC,NC-SD-8,R,R,Safe,Bill Rabon,David Sink,"Anthony Mascolo, Ethan Bickley",177305,-5.572966274569602e-08,-7.244856156940482e-07
NC,NC-SD-9,D,D,Tilt,Michael Lee,Harper Peterson,False,173015,4.292685105711236e-07,5.580490637424607e-06
NC,NC-SD-10,R,R,Safe,Brent Jackson,Vernon R. Moore,False,128685,-8.900078032891834e-08,-1.1570101442759384e-06
NC,NC-SD-11,False,R,Lean,Lisa Barnes,Allen Wellons,False,147450,-5.430333554212741e-07,-7.059433620476563e-06
NC,NC-SD-12,R,R,Safe,Jim Burgin,John Kirkman,False,140885,-7.348456571021345e-08,-9.552993542327748e-07
NC,NC-SD-13,R,R,Safe,Danny Earl Britt,Barbara Yates-Lockamy,False,138535,-7.898195092392868e-08,-1.0267653620110728e-06
NC,NC-SD-14,D,D,Safe,Alan David Michael,Dan Blue,Justin Walczak,145200,2.3102135038310934e-08,3.0032775549804214e-07
NC,NC-SD-15,D,D,Safe,Mario J. Lomuscio,Jay J. Chaudhuri,Kat McDonald,164045,1.9307186821526656e-08,2.5099342867984653e-07
NC,NC-SD-16,D,D,Safe,Will Marsh,Wiley Nickel,False,156555,2.1429182678334158e-08,2.7857937481834405e-07
NC,NC-SD-17,D,D,Lean,Mark Cavaliero,Sam Searcy,Travis Groo,145880,4.581463123876084e-07,5.955902061038909e-06
NC,NC-SD-18,False,D,Lean,Larry Norman,Sarah Crawford,Jason Loeback,156320,4.1171652881422105e-07,5.352314874584874e-06
NC,NC-SD-19,D,D,Tilt,Wesley Meredith,Kirk DeViere,False,135140,5.965903717430887e-07,7.755674832660153e-06
NC,NC-SD-20,False,D,Safe,John Tarantino,Natalie Murdock,False,146970,2.218784256324824e-08,2.884419533222271e-07
NC,NC-SD-21,D,D,Safe,Sev Palacios,Ben Clark,False,142590,2.598041051737887e-08,3.3774533672592533e-07
NC,NC-SD-22,D,D,Safe,Rick Padgett,Mike Woodard,Ray Ubinger,142105,2.781058044964979e-08,3.615375458454473e-07
NC,NC-SD-23,D,D,Safe,Tom Glendinning,Valerie P. Foushee,False,156490,2.3873122062534335e-08,3.1035058681294636e-07
NC,NC-SD-24,False,R,Tilt,Amy S. Galey,J.D. Wooten,False,153890,-1.5906633030193795e-07,-2.0678622939251934e-06
NC,NC-SD-25,False,R,Safe,Tom McInnis,Helen Probst Mills,False,153320,-6.626833479184135e-08,-8.614883522939376e-07
NC,NC-SD-26,False,R,Safe,Jerry W. Tillman,Jane Ledwell Gant,False,141785,-6.263477819734575e-08,-8.142521165654948e-07
NC,NC-SD-27,D,D,Lean,Sebastian King,Michael Garrett,False,150080,4.258383578259472e-07,5.5358986517373135e-06
NC,NC-SD-28,D,D,Safe,D.R. King,Gladys A. Robinson,False,150945,2.202642829240986e-08,2.863435678013282e-07
NC,NC-SD-29,False,R,Safe,Steven Jarvis,Duskin Lassiter,False,142225,-7.254347769714009e-08,-9.430652100628212e-07
NC,NC-SD-30,R,R,Safe,Phil E. Berger,Wally White,False,151075,-6.840671773478135e-08,-8.892873305521576e-07
NC,NC-SD-31,R,R,Lean,Joyce Krawiec,Terri Elizabeth LeGrand,False,155140,-5.051025065705428e-07,-6.566332585417056e-06
NC,NC-SD-32,D,D,Safe,Ven Challa,Paul Lowe,False,142140,2.5249821761219596e-08,3.2824768289585476e-07
NC,NC-SD-33,R,R,Safe,Carl Ford,Tarsha Ellis,False,150955,-6.443517935883492e-08,-8.376573316648539e-07
NC,NC-SD-34,R,R,Safe,Vickie Sawyer,Barry Templeton,False,153810,-6.553777862072785e-08,-8.51991122069462e-07
NC,NC-SD-35,R,R,Safe,Todd Johnson,Jose Santiago,False,144270,-7.376159932848125e-08,-9.589007912702563e-07
NC,NC-SD-36,R,R,Safe,Paul Newton,Marcus J. Singleton,False,149405,-6.757859694062063e-08,-8.785217602280682e-07
NC,NC-SD-37,D,D,Safe,Sonja P. Nichols,Jeff Jackson,Jeff Scott,143335,1.928856535604595e-08,2.5075134962859735e-07
NC,NC-SD-38,D,D,Safe,Jack W. Brosch,Mujtaba Mohammed,False,141435,2.607813068267184e-08,3.3901569887473393e-07
NC,NC-SD-39,False,D,Safe,Joshua Niday,DeAndrea Salvador,False,146650,2.4373430967949972e-08,3.1685460258334963e-07
NC,NC-SD-40,D,D,Safe,Bobbie Shields,Joyce Waddell,False,128090,2.376344696020105e-08,3.0892481048261367e-07
NC,NC-SD-41,D,D,Safe,False,Natasha Marcus,Christopher Cole,149925,2.5509371309739848e-08,3.31621827026618e-07
NC,NC-SD-42,False,R,Safe,H. Dean Proctor,Tina R. Miles,False,143730,-7.354601838649444e-08,-9.560982390244277e-07
NC,NC-SD-43,R,R,Safe,Kathy Harrington,William Young,False,153365,-6.862331963786161e-08,-8.92103155292201e-07
NC,NC-SD-44,R,R,Safe,Ted Alexander,David Lee Lattimore,False,144215,-7.167156593212987e-08,-9.317303571176883e-07
NC,NC-SD-45,R,R,Safe,Deanna Ballard,Jeanne Supin,False,156955,-6.825723597447819e-08,-8.873440676682165e-07
NC,NC-SD-46,R,R,Safe,Warren Daniel,Michael Barrick,False,147905,-7.390363304660141e-08,-9.607472296058184e-07
NC,NC-SD-47,R,R,Safe,Ralph Hise,David Brian Wheeler,False,146405,-7.544058103214901e-08,-9.807275534179372e-07
NC,NC-SD-48,R,R,Safe,Chuck Edwards,Brian Caskey,False,151095,-6.901127788672134e-08,-8.971466125273775e-07
NC,NC-SD-49,False,D,Safe,Bob Penland,Julie Mayfield,False,161975,2.455197437023493e-08,3.191756668130541e-07
NC,NC-SD-50,False,R,Safe,Kevin Corbin,Victoria Fox,Clifton Ingram,158605,-6.674077146495705e-08,-8.676300290444416e-07
NC,NC-HD-1,R,R,Tilt,Edward C. Goodwin,Emily Bunch Nicholson,False,58705,2.7972124671815646e-06,3.636376207336034e-05
NC,NC-HD-2,R,R,Safe,Larry Yarborough,Cindy Deporter,False,61440,1.6893038407017613e-07,2.1960949929122897e-06
NC,NC-HD-3,False,R,Safe,Steve Tyson,Dorothea Downing White,False,57390,1.7109213246158106e-07,2.2241977220005538e-06
NC,NC-HD-4,R,R,Safe,Jimmy Dixon,Christopher Schulte,False,57890,1.846372132408014e-07,2.4002837721304182e-06
NC,NC-HD-5,False,D,Safe,Donald Kirkland,Howard Hunter,False,58180,1.3785265204346864e-07,1.7920844765650923e-06
NC,NC-HD-6,R,R,Likely,Bobby Hanig,Tommy Fulcher,False,62235,8.775554614370851e-07,1.1408220998682106e-05
NC,NC-HD-7,False,R,Safe,Matthew Winslow,Phil Stover,False,60070,1.792758482777046e-07,2.3305860276101598e-06
NC,NC-HD-8,D,D,Safe,Tony Moore,Kandie D. Smith,False,61885,1.1811729078159415e-07,1.535524780160724e-06
NC,NC-HD-9,R,D,Tilt,Perrin Jones,Brian Farkas,False,60125,2.5988628289397298e-06,3.378521677621649e-05
NC,NC-HD-10,R,R,Safe,John Bell,Carl Martin,False,62115,1.6467514107887382e-07,2.1407768340253597e-06
NC,NC-HD-11,D,D,Safe,Clark Pope,Allison Dahle,Adrian Lee Travers,66375,1.2585678421661584e-07,1.6361381948160059e-06
NC,NC-HD-12,R,R,Likely,Chris Humphrey,Virginia Cox-Daugherty,False,54415,9.90337713474565e-07,1.2874390275169345e-05
NC,NC-HD-13,R,R,Safe,Pat McElraft,Buck Bayliff,False,63015,1.5407948941725813e-07,2.0030333624243557e-06
NC,NC-HD-14,R,R,Safe,George Cleveland,Marcy Wofford,False,59295,1.6936989732929675e-07,2.2018086652808577e-06
NC,NC-HD-15,R,R,Safe,Phil Shepard,Carolyn F. Gomaa,False,66300,1.4963116573563084e-07,1.945205154563201e-06
NC,NC-HD-16,R,R,Safe,Carson Smith,Debbi Fintak,False,65545,1.5558601640375258e-07,2.0226182132487835e-06
NC,NC-HD-17,R,R,Safe,Frank Iler,Tom Simmons,False,76225,1.2797093951188998e-07,1.6636222136545697e-06
NC,NC-HD-18,D,D,Safe,Warren Kennedy,Deb Butler,False,69150,1.0683230938779431e-07,1.388820022041326e-06
NC,NC-HD-19,False,R,Likely,Charlie Miller,Marcia Morgan,False,65125,9.217876142109116e-07,1.198323898474185e-05
NC,NC-HD-20,False,R,Tilt,Ted Davis,Adam Ericson,False,70095,2.512048765196395e-06,3.265663394755314e-05
NC,NC-HD-21,D,D,Likely,Brent Heath,Raymond Smith,False,58390,7.433017933100583e-07,9.662923313030758e-06
NC,NC-HD-22,R,R,Likely,William Brisson,Albert Kirby,False,57670,1.005819141169928e-06,1.3075648835209064e-05
NC,NC-HD-23,D,D,Safe,Claiborne Holtzman,Shelly Willingham,Abbie Lane,58305,1.3418226124661814e-07,1.7443693962060358e-06
NC,NC-HD-24,D,D,Tilt,Mick Rankin,Linda Cooper-Suggs,False,59290,2.6466655507206838e-06,3.440665215936889e-05
NC,NC-HD-25,D,D,Lean,John Check,James Gailliard,Nick Taylor,58675,1.626562440848467e-06,2.114531173103007e-05
NC,NC-HD-26,R,R,Safe,Donna McDowell White,Linda Bennett,False,65550,1.5112633394709363e-07,1.964642341312217e-06
NC,NC-HD-27,D,D,Safe,Warren Scott Nail,Michael Wray,False,56470,1.4122009867056917e-07,1.8358612827173992e-06
NC,NC-HD-28,R,R,Safe,Larry C. Strickland,Corey Stephens,False,63525,1.5640865033694773e-07,2.0333124543803205e-06
NC,NC-HD-30,D,D,Safe,False,Marcia Morey,Gavin Bell,67650,1.0891905996568418e-07,1.4159477795538944e-06
NC,NC-HD-31,D,D,Safe,Steven W. Sosebee,Zack Hawkins,Sean Haugh,66140,1.126539743157018e-07,1.4645016661041235e-06
NC,NC-HD-32,D,D,Safe,David Woodson,Terry E. Garrison,False,62455,1.30108077395219e-07,1.6914050061378472e-06
NC,NC-HD-33,False,D,Safe,Frann Sarpolus,Rosa Gill,Sammie Brooks,70810,1.0753124710105588e-07,1.3979062123137265e-06
NC,NC-HD-34,D,D,Safe,Ronald L. Smith,Grier Martin,Michael C. Munger,61225,1.353260063730044e-07,1.7592380828490572e-06
NC,NC-HD-35,D,D,Lean,Fred Von Canon,Terence Everitt,Michael Nelson,70550,1.3446794915605853e-06,1.748083339028761e-05
NC,NC-HD-36,D,D,Likely,Kim Coley,Julie von Haefen,Bruce Basson,64190,7.150251661591778e-07,9.295327160069311e-06
NC,NC-HD-37,D,D,Tilt,Erin Pare,Sydney Batch,Liam Leaver,67160,2.293614057347071e-06,2.9816982745511922e-05
NC,NC-HD-38,False,D,Safe,Kenneth Bagnal,Abe Jones,Richard Haygood,59785,1.348484912899739e-07,1.7530303867696606e-06
NC,NC-HD-40,D,D,Safe,Gerard Falzon,Joe John,False,62045,1.1835521429581776e-07,1.538617785845631e-06
NC,NC-HD-41,D,D,Safe,Scott Populorum,Gale Adcock,Guy Meilleur,62150,1.2579281177815815e-07,1.635306553116056e-06
NC,NC-HD-42,D,D,Safe,Jon Blake,Marvin W. Lucas,False,65285,1.1631149429702779e-07,1.5120494258613613e-06
NC,NC-HD-43,False,D,Tilt,Diane Wheatley,Kimberly Hardy,False,57690,2.565147981109517e-06,3.334692375442372e-05
NC,NC-HD-44,D,D,Safe,Heather S. Holmes,Billy Richardson,False,57705,1.3595435857660654e-07,1.767406661495885e-06
NC,NC-HD-45,R,D,Tilt,John Szoka,Frances Vinell Jackson,False,60575,2.62189804667301e-06,3.408467460674913e-05
NC,NC-HD-46,R,R,Likely,Brenden H. Jones,Tim Heath,False,57055,1.0007142252910217e-06,1.3009284928783282e-05
NC,NC-HD-47,D,D,Likely,Olivia Oxendine,Charles Graham,False,60135,7.731063700888718e-07,1.0050382811155334e-05
NC,NC-HD-48,D,D,Safe,Johnny H. Boyles,Garland E. Pierce,False,63175,1.199824332942523e-07,1.5597716328252798e-06
NC,NC-HD-49,D,D,Safe,David Robertson,Cynthia Ball,Cap Hayes,70380,1.1517906706171033e-07,1.4973278718022343e-06
NC,NC-HD-51,R,R,Lean,John Sauls,Jason Cain,False,61570,1.853626970055311e-06,2.4097150610719043e-05
NC,NC-HD-52,R,R,Safe,Jamie Boles,Lowell Simon,False,63875,1.5219364865592944e-07,1.9785174325270827e-06
NC,NC-HD-53,R,R,Safe,David R. Lewis,Sally Weeks Benson,Zach Berly,67000,1.472390909196264e-07,1.914108181955143e-06
NC,NC-HD-54,D,D,Safe,George T. Gilson,Robert T. Reives,False,67340,1.1325475027246236e-07,1.4723117535420107e-06
NC,NC-HD-55,R,R,Safe,Mark Brody,Gloria Harrington Overcash,False,59650,1.7437085572669098e-07,2.2668211244469827e-06
NC,NC-HD-57,D,D,Safe,Chris Meadows,Ashton Clemmons,False,61610,1.2552788028474815e-07,1.631862443701726e-06
NC,NC-HD-58,D,D,Safe,Clinton Honey,Amos Quick,False,60630,1.3226232126184456e-07,1.7194101764039793e-06
NC,NC-HD-59,R,False,Toss-Up,Jon Hardister,Nicole Quick,False,64330,3.102390117803999e-06,4.033107153145199e-05
NC,NC-HD-60,D,D,Safe,Frank Ragsdale,Cecil Brockman,False,60700,1.261277247088799e-07,1.6396604212154386e-06
NC,NC-HD-62,R,R,Safe,John Faircloth,Brandon Gray,False,64675,1.5813070711190313e-07,2.0556991924547408e-06
NC,NC-HD-63,R,D,Tilt,Stephen Ross,Ricky Hurtado,False,57215,2.710438274572402e-06,3.523569756944123e-05
NC,NC-HD-64,R,R,Safe,Dennis Riddell,Eric Henry,False,58780,1.6784528303337432e-07,2.181988679433866e-06
NC,NC-HD-65,R,R,Safe,Jerry Carter,Amanda Joann Bell,False,62410,1.581572682818333e-07,2.056044487663833e-06
NC,NC-HD-66,D,R,Lean,Ben Moss,Scott T. Brewer,False,59745,1.9095344545860815e-06,2.482394790961906e-05
NC,NC-HD-68,False,R,Safe,David Willis,Ericka L. McKnight,False,57480,1.8705256632500777e-07,2.431683362225101e-06
NC,NC-HD-69,R,R,Safe,Dean Arp,Pam De Maria,False,56470,1.807370771933492e-07,2.3495820035135395e-06
NC,NC-HD-70,R,R,Safe,Pat B. Hurley,Susan Lee Scott,False,54335,1.8133774004613912e-07,2.3573906205998085e-06
NC,NC-HD-72,False,D,Safe,Dan Lawlor,Amber Baker,False,55195,1.3723800654230622e-07,1.784094085049981e-06
NC,NC-HD-73,R,R,Safe,Lee Zachary,William Stinson,False,59175,1.651084094722588e-07,2.1464093231393644e-06
NC,NC-HD-74,False,D,Tilt,Jeff Zenger,Dan Besse,False,61305,2.537623268045186e-06,3.298910248458742e-05
NC,NC-HD-75,R,R,Safe,Donny Lambeth,Elisabeth Motsinger,False,63305,1.6899265375958095e-07,2.1969044988745523e-06
NC,NC-HD-76,R,R,Safe,Harry Warren,Al Heggins,False,61445,1.6028149057989438e-07,2.083659377538627e-06
NC,NC-HD-77,R,R,Safe,Julia Craven Howard,Barbara B. Howard,False,62940,1.5676733403080512e-07,2.0379753424004665e-06
NC,NC-HD-78,R,R,Safe,Allen Ray McNeill,Jim Meredith,False,58395,1.7912009855902689e-07,2.3285612812673495e-06
NC,NC-HD-79,R,R,Safe,Keith Kidwell,Nick Blount,False,57330,1.753305469143207e-07,2.279297109886169e-06
NC,NC-HD-80,False,R,Safe,Sam Watford,Wendy Sellars,False,60680,1.6214124001767694e-07,2.1078361202298e-06
NC,NC-HD-81,R,R,Safe,Larry W. Potts,Robert Lewis Jordan,False,62105,1.5727921726105265e-07,2.0446298243936845e-06
NC,NC-HD-82,False,False,Toss-Up,Kristin Baker,Aimy Steele,False,64010,3.0707348323555372e-06,3.9919552820621984e-05
NC,NC-HD-83,R,R,Tilt,Larry Pittman,Gail Young,False,60935,2.9092719659451483e-06,3.782053555728693e-05
NC,NC-HD-84,R,R,Safe,Jeffrey C. McNeely,Gayle Wesley Harris,False,61800,1.5833917560437172e-07,2.0584092828568323e-06
NC,NC-HD-85,False,R,Safe,Dudley Greene,Ted Remington,False,60935,1.7064875959538206e-07,2.2184338747399668e-06
NC,NC-HD-86,R,R,Safe,Hugh Blackwell,Cecelia Surratt,False,61260,1.6079566986237914e-07,2.090343708210929e-06
NC,NC-HD-87,R,R,Safe,Destin Hall,Corie Schreiber,False,63100,1.5648200674123203e-07,2.0342660876360164e-06
NC,NC-HD-88,D,D,Safe,David Tondreau,Mary Belk,False,61165,1.2320584563685344e-07,1.6016759932790947e-06
NC,NC-HD-89,R,R,Safe,Mitchell Smith Setzer,Greg Cranford,False,57905,1.6833701410590152e-07,2.1883811833767197e-06
NC,NC-HD-90,R,R,Safe,Sarah Stevens,Beth Shaw,False,62325,1.5994475696667898e-07,2.0792818405668267e-06
NC,NC-HD-91,R,R,Safe,Kyle Hall,Rita Cruise,False,62775,1.6564169591504196e-07,2.1533420468955455e-06
NC,NC-HD-92,False,D,Safe,Jerry Munden,Terry Brown,False,60900,1.2591756268220955e-07,1.6369283148687241e-06
NC,NC-HD-93,D,D,Lean,Ray Pickett,Ray Russell,False,67500,1.472587531137215e-06,1.9143637904783795e-05
NC,NC-HD-95,False,R,Safe,Grey Mills,Amanda Brown Kotis,False,63695,1.611409742308112e-07,2.0948326650005455e-06
NC,NC-HD-96,R,R,Safe,Jay Adams,Kim Bost,False,57195,1.8329724746357634e-07,2.3828642170264924e-06
NC,NC-HD-97,R,R,Safe,Jason R. Saine,Greg McBryde,False,62195,1.5631869201837567e-07,2.0321429962388837e-06
NC,NC-HD-98,D,D,Tilt,John R. Bradford,Christy Clark,False,61470,2.4820626599586504e-06,3.2266814579462455e-05
NC,NC-HD-99,D,D,Safe,Russell Rowe,Nasif Majeed,False,56205,1.361039434488731e-07,1.7693512648353504e-06
NC,NC-HD-100,D,D,Safe,Kalle Thompson,John Autry,False,52880,1.5552221532821875e-07,2.0217887992668437e-06
NC,NC-HD-101,D,D,Safe,Steve Mauney,Carolyn G. Logan,False,64995,1.1629441046268063e-07,1.5118273360148482e-06
NC,NC-HD-102,D,D,Safe,Kyle Kirby,Becky Carney,False,53955,1.5114291818107972e-07,1.9648579363540364e-06
NC,NC-HD-103,D,D,Likely,Bill Brawley,Rachel Hunt,False,62190,7.019837820754216e-07,9.12578916698048e-06
NC,NC-HD-104,D,D,Likely,Don Pomeroy,Brandon Lofton,False,61540,7.619407163816927e-07,9.905229312962005e-06
NC,NC-HD-105,False,D,Likely,Amy Bynum,Wesley Harris,False,58575,7.906285475756114e-07,1.0278171118482948e-05
NC,NC-HD-107,D,D,Safe,Richard Rivette,Kelly Alexander,False,58550,1.2833231813336177e-07,1.668320135733703e-06
NC,NC-HD-108,R,R,Safe,John A. Torbett,Daniel Caudill,False,60735,1.6984015033250088e-07,2.2079219543225115e-06
NC,NC-HD-109,R,R,Safe,Dana Bumgardner,Susan Maxon,False,58065,1.7887750788925239e-07,2.325407602560281e-06
NC,NC-HD-111,R,R,Safe,Tim Moore,Jennifer Childers,False,57920,1.687258196214625e-07,2.1934356550790124e-06
NC,NC-HD-112,R,R,Safe,David Rogers,Ed Hallyburton,False,61050,1.6149123419073597e-07,2.0993860444795676e-06
NC,NC-HD-113,R,R,Likely,Jake Johnson,Sam Edney,False,67480,7.957218085830054e-07,1.0344383511579071e-05
NC,NC-HD-114,D,D,Safe,Tim Hyatt,Susan C. Fisher,Lyndon John Smith,70375,1.0867232269617944e-07,1.4127401950503327e-06
NC,NC-HD-115,D,D,Safe,Mark Crawford,John Ager,False,66575,1.1287710810492513e-07,1.4674024053640267e-06
NC,NC-HD-116,D,D,Safe,Eric Burns,Brian Turner,False,61690,1.2296298165792585e-07,1.598518761553036e-06
NC,NC-HD-117,False,R,Safe,Tim Moffitt,Josh Remillard,False,63650,1.5668728242657082e-07,2.0369346715454206e-06
NC,NC-HD-118,False,R,Likely,Mark Pless,Alan Jones,False,61950,8.974550858298347e-07,1.1666916115787851e-05
NC,NC-HD-119,False,D,Lean,Mike Clampitt,Joe Sam Queen,False,63020,1.5655643159084853e-06,2.035233610681031e-05
NC,NC-HD-120,False,R,Safe,Karl Gillespie,Susan Landis,False,64910,1.6033719660302204e-07,2.0843835558392865e-06
NE,NE-SD-3,D,D,Lean,Rick Holdcroft,Carol Blood,False,29270,4.046872468121965e-05,8.09374493624393e-05
NE,NE-SD-5,D,D,Safe,Gilbert Ayala,Mike McDonnell,False,22100,4.916639391616684e-06,9.833278783233368e-06
NE,NE-SD-7,D,D,Safe,Jorge Sotolongo,Tony Vargas,False,22135,5.028351783509243e-06,1.0056703567018486e-05
NE,NE-SD-15,D,D,Tilt,David Rogers,Lynne Walz,False,26210,5.997387814582478e-05,0.00011994775629164955
NE,NE-SD-17,R,R,Safe,Joni Albrecht,Sheryl Lindau,False,23760,1.95219233789512e-06,3.90438467579024e-06
NE,NE-SD-21,R,R,Lean,Mike Hilgers,Brodey Weber,False,29425,1.8530085034829114e-05,3.706017006965823e-05
NE,NE-SD-23,R,R,Safe,Bruce Bostelman,False,Helen Raikes,25895,2.251194793689848e-06,4.502389587379696e-06
NE,NE-SD-25,R,R,Likely,Suzanne Geist,Stephany Pleasant,False,30965,7.432542873830884e-06,1.4865085747661768e-05
